age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,is_success
37,management,married,tertiary,no,308,yes,no,cellular,7,may,96,3,-1,0,,no
44,services,divorced,secondary,no,7,yes,yes,cellular,7,may,238,3,-1,0,,no
37,technician,married,tertiary,no,16,yes,yes,cellular,7,may,153,3,-1,0,,no
39,blue-collar,married,primary,no,867,yes,no,cellular,7,may,481,1,-1,0,,no
41,blue-collar,single,secondary,no,277,yes,no,cellular,7,may,2177,4,-1,0,,no
52,blue-collar,divorced,primary,no,196,yes,no,cellular,7,may,119,3,-1,0,,no
29,blue-collar,single,primary,no,365,yes,yes,cellular,7,may,245,2,-1,0,,no
60,blue-collar,divorced,secondary,no,1310,no,no,cellular,7,may,152,2,-1,0,,no
32,technician,married,secondary,no,186,no,no,cellular,7,may,418,2,-1,0,,no
50,services,single,primary,no,148,yes,no,cellular,7,may,198,2,-1,0,,no
56,blue-collar,married,primary,no,862,yes,yes,cellular,7,may,198,2,-1,0,,no
48,admin.,married,secondary,no,359,yes,no,cellular,7,may,374,1,-1,0,,no
29,blue-collar,married,primary,no,190,no,no,cellular,7,may,51,1,-1,0,,no
40,blue-collar,married,secondary,no,4,yes,yes,cellular,7,may,263,1,-1,0,,no
42,admin.,divorced,secondary,no,0,yes,no,cellular,7,may,229,2,-1,0,,no
34,blue-collar,married,secondary,no,42,yes,no,cellular,7,may,154,2,-1,0,,no
23,management,single,tertiary,no,2605,yes,no,cellular,7,may,278,6,-1,0,,no
30,technician,single,tertiary,no,60,yes,yes,cellular,7,may,306,5,-1,0,,no
51,management,married,primary,no,98,yes,no,cellular,7,may,114,2,-1,0,,no
52,technician,single,secondary,no,-181,yes,no,cellular,7,may,94,2,-1,0,,no
45,technician,married,secondary,no,118,yes,no,cellular,7,may,208,2,-1,0,,no
41,blue-collar,married,secondary,no,-15,yes,no,cellular,7,may,169,2,-1,0,,no
27,student,single,secondary,no,671,yes,no,cellular,7,may,332,2,-1,0,,no
50,blue-collar,married,secondary,no,1557,yes,no,cellular,7,may,263,6,-1,0,,no
36,blue-collar,married,primary,no,-20,yes,no,cellular,7,may,353,3,-1,0,,no
46,blue-collar,married,primary,no,323,yes,no,cellular,7,may,108,6,-1,0,,no
44,blue-collar,married,primary,no,-171,yes,no,cellular,7,may,441,2,-1,0,,no
47,blue-collar,married,secondary,no,438,yes,no,cellular,7,may,46,3,-1,0,,no
40,blue-collar,married,secondary,no,316,yes,no,cellular,7,may,266,2,-1,0,,no
36,services,single,secondary,no,174,yes,no,cellular,7,may,223,2,-1,0,,no
46,blue-collar,married,secondary,no,442,yes,no,cellular,7,may,105,2,-1,0,,no
58,technician,married,secondary,no,786,yes,no,cellular,7,may,165,3,-1,0,,no
30,technician,divorced,tertiary,no,-317,yes,no,cellular,7,may,381,2,-1,0,,no
43,blue-collar,married,secondary,no,667,yes,no,cellular,7,may,228,3,-1,0,,no
29,services,single,secondary,no,-158,yes,no,cellular,7,may,128,2,-1,0,,no
41,management,married,tertiary,no,72,yes,no,cellular,7,may,764,3,-1,0,,no
44,entrepreneur,married,primary,no,58,yes,no,cellular,7,may,113,3,-1,0,,no
44,services,divorced,secondary,no,396,yes,yes,cellular,7,may,396,4,-1,0,,no
59,blue-collar,married,primary,no,10,yes,no,cellular,7,may,133,3,-1,0,,no
39,management,single,,no,2887,yes,no,cellular,7,may,42,2,-1,0,,no
42,management,married,secondary,no,0,no,no,cellular,7,may,234,4,-1,0,,no
31,admin.,married,secondary,no,89,no,no,cellular,7,may,297,3,-1,0,,no
29,,single,primary,no,50,yes,no,cellular,7,may,50,2,-1,0,,no
39,blue-collar,single,secondary,no,29,yes,no,cellular,7,may,214,2,-1,0,,no
44,blue-collar,married,primary,no,420,yes,no,cellular,7,may,110,2,-1,0,,no
49,services,single,primary,no,114,yes,no,cellular,7,may,99,2,-1,0,,no
39,housemaid,married,secondary,no,365,yes,no,cellular,7,may,274,4,-1,0,,no
27,blue-collar,single,secondary,no,0,yes,no,cellular,7,may,191,4,-1,0,,no
56,management,married,primary,no,-24,yes,no,cellular,7,may,305,3,-1,0,,no
43,technician,married,tertiary,no,743,yes,no,cellular,7,may,134,2,-1,0,,no
37,self-employed,married,primary,no,0,no,no,cellular,7,may,112,4,-1,0,,no
54,technician,single,secondary,no,99,yes,no,cellular,7,may,283,3,-1,0,,no
38,blue-collar,married,secondary,no,22,yes,yes,cellular,7,may,353,4,-1,0,,no
31,blue-collar,married,primary,no,251,yes,no,cellular,7,may,212,2,-1,0,,no
34,blue-collar,married,secondary,no,615,yes,no,cellular,7,may,225,2,-1,0,,no
35,admin.,married,primary,no,136,yes,no,cellular,7,may,283,1,-1,0,,no
44,blue-collar,single,,no,2167,yes,no,cellular,7,may,1273,1,-1,0,,no
51,technician,married,secondary,no,221,yes,no,cellular,7,may,139,3,-1,0,,no
37,blue-collar,married,primary,no,321,yes,no,cellular,7,may,228,2,-1,0,,no
39,blue-collar,married,tertiary,no,-33,yes,no,cellular,7,may,62,5,-1,0,,no
33,management,single,tertiary,no,76,yes,no,cellular,7,may,256,3,-1,0,,no
37,management,divorced,tertiary,no,42,yes,no,cellular,7,may,564,3,-1,0,,no
46,blue-collar,single,secondary,no,76,yes,no,cellular,7,may,245,2,-1,0,,no
32,admin.,married,secondary,no,1293,yes,no,cellular,7,may,161,2,-1,0,,no
43,entrepreneur,married,primary,no,526,yes,no,cellular,7,may,79,4,-1,0,,no
59,housemaid,divorced,,no,873,yes,no,cellular,7,may,152,3,-1,0,,no
46,admin.,married,primary,no,40,yes,no,cellular,7,may,591,3,-1,0,,no
47,blue-collar,married,primary,no,117,yes,no,cellular,7,may,113,2,-1,0,,no
31,services,single,secondary,no,671,yes,no,cellular,7,may,193,3,-1,0,,no
30,blue-collar,married,primary,no,145,yes,no,cellular,7,may,299,2,-1,0,,no
38,blue-collar,married,primary,no,1807,no,no,cellular,7,may,348,3,-1,0,,no
44,blue-collar,single,secondary,no,-212,yes,yes,cellular,7,may,103,4,-1,0,,no
52,technician,married,,no,133,yes,no,cellular,7,may,253,8,-1,0,,no
29,services,single,secondary,no,566,no,no,cellular,7,may,127,2,-1,0,,no
43,admin.,married,tertiary,no,1924,yes,no,cellular,7,may,244,7,-1,0,,no
47,technician,married,primary,no,145,yes,no,cellular,7,may,157,6,-1,0,,no
43,blue-collar,married,primary,no,487,yes,no,cellular,7,may,548,2,-1,0,,no
52,blue-collar,divorced,primary,no,-57,yes,no,cellular,7,may,114,3,-1,0,,no
32,services,single,secondary,no,81,yes,no,cellular,7,may,126,5,-1,0,,no
40,admin.,single,secondary,no,-227,yes,no,cellular,7,may,161,3,-1,0,,no
57,technician,divorced,secondary,no,2710,yes,yes,cellular,7,may,333,1,-1,0,,no
30,services,divorced,secondary,no,98,yes,no,cellular,7,may,155,1,-1,0,,no
48,blue-collar,married,secondary,no,1230,yes,yes,cellular,7,may,152,3,-1,0,,no
46,blue-collar,married,secondary,no,78,yes,yes,cellular,7,may,145,1,-1,0,,no
59,retired,divorced,primary,no,137,yes,yes,cellular,7,may,66,3,-1,0,,no
50,blue-collar,married,primary,yes,354,yes,no,cellular,7,may,123,2,-1,0,,no
50,blue-collar,divorced,primary,no,149,yes,no,cellular,7,may,74,1,-1,0,,no
33,blue-collar,divorced,secondary,no,126,yes,no,cellular,7,may,248,3,-1,0,,no
39,technician,single,,no,0,yes,no,cellular,7,may,130,1,-1,0,,no
57,retired,divorced,secondary,no,8266,yes,no,cellular,7,may,71,1,-1,0,,no
49,blue-collar,married,,no,51,yes,no,cellular,7,may,984,1,-1,0,,no
41,blue-collar,married,primary,no,258,yes,no,cellular,7,may,252,1,-1,0,,no
43,technician,married,primary,no,117,yes,no,cellular,7,may,84,2,-1,0,,no
56,services,married,primary,no,219,yes,no,cellular,7,may,130,4,-1,0,,no
46,technician,married,secondary,no,1571,yes,no,cellular,7,may,489,2,-1,0,,no
42,blue-collar,married,primary,no,223,yes,no,cellular,7,may,41,3,-1,0,,no
36,blue-collar,married,primary,no,-79,no,no,cellular,7,may,159,3,-1,0,,no
29,services,married,primary,no,321,yes,no,cellular,7,may,196,2,-1,0,,no
43,admin.,single,secondary,no,2527,yes,no,cellular,7,may,276,4,-1,0,,no
48,admin.,married,secondary,no,5,yes,no,cellular,7,may,697,2,-1,0,,no
38,blue-collar,single,primary,no,20,yes,no,cellular,7,may,81,2,-1,0,,no
46,blue-collar,married,secondary,no,1045,yes,yes,cellular,7,may,149,1,-1,0,,no
44,blue-collar,married,secondary,no,1,yes,no,cellular,7,may,281,2,-1,0,,no
28,management,married,tertiary,no,3,yes,no,cellular,7,may,122,5,-1,0,,no
28,blue-collar,married,primary,no,-55,yes,no,cellular,7,may,361,2,-1,0,,no
36,technician,divorced,secondary,no,141,yes,no,cellular,7,may,319,3,-1,0,,no
37,blue-collar,married,secondary,no,374,yes,no,cellular,7,may,944,3,-1,0,,no
56,management,married,primary,no,93,yes,no,cellular,7,may,282,2,-1,0,,no
34,services,divorced,secondary,no,78,yes,no,cellular,7,may,35,3,-1,0,,no
32,entrepreneur,married,secondary,no,135,yes,no,cellular,7,may,143,2,-1,0,,no
33,technician,married,secondary,no,367,yes,yes,cellular,7,may,22,2,-1,0,,no
36,services,single,secondary,no,248,yes,no,cellular,7,may,90,2,-1,0,,no
35,services,married,secondary,no,630,yes,no,cellular,7,may,17,2,-1,0,,no
44,admin.,single,secondary,no,-30,yes,no,cellular,7,may,404,5,-1,0,,no
37,technician,married,secondary,no,157,yes,no,cellular,7,may,238,2,-1,0,,no
48,admin.,divorced,secondary,no,268,yes,no,cellular,7,may,71,4,-1,0,,no
38,blue-collar,married,secondary,no,164,yes,no,cellular,7,may,309,2,-1,0,,no
44,technician,married,secondary,no,-97,yes,no,cellular,7,may,408,3,-1,0,,no
31,admin.,divorced,secondary,no,53,yes,no,cellular,7,may,128,4,-1,0,,no
35,management,divorced,tertiary,no,788,yes,no,cellular,7,may,297,3,-1,0,,no
54,technician,divorced,secondary,no,1904,yes,yes,cellular,7,may,280,3,-1,0,,no
28,admin.,single,secondary,no,260,yes,no,cellular,7,may,374,2,-1,0,,no
38,unemployed,married,primary,no,447,yes,no,cellular,7,may,365,4,-1,0,,no
48,technician,married,secondary,no,720,yes,no,cellular,8,may,177,3,-1,0,,no
31,blue-collar,married,tertiary,no,2827,yes,no,cellular,8,may,238,3,-1,0,,no
59,retired,married,,no,0,no,no,cellular,8,may,425,6,-1,0,,no
29,admin.,single,secondary,no,1117,yes,no,cellular,8,may,77,2,-1,0,,no
28,blue-collar,married,secondary,no,597,yes,no,cellular,8,may,223,2,-1,0,,no
50,blue-collar,married,primary,no,362,yes,no,cellular,8,may,201,2,-1,0,,no
31,self-employed,single,tertiary,no,120,yes,no,cellular,8,may,239,2,-1,0,,no
32,admin.,single,secondary,no,89,yes,yes,cellular,8,may,308,3,-1,0,,no
30,services,married,secondary,no,442,yes,no,cellular,8,may,137,2,-1,0,,no
32,management,single,tertiary,no,111,yes,no,cellular,8,may,162,2,-1,0,,no
29,technician,single,secondary,no,247,yes,no,cellular,8,may,134,1,-1,0,,no
30,admin.,divorced,secondary,no,1,yes,no,cellular,8,may,175,5,-1,0,,no
34,management,married,primary,no,6,yes,no,cellular,8,may,125,3,-1,0,,no
34,blue-collar,single,secondary,yes,-947,yes,no,cellular,8,may,211,3,-1,0,,no
41,blue-collar,married,primary,no,191,yes,no,cellular,8,may,67,1,-1,0,,no
36,blue-collar,married,secondary,no,-147,yes,no,cellular,8,may,156,1,-1,0,,no
36,technician,married,secondary,no,83,yes,no,cellular,8,may,178,1,-1,0,,no
39,blue-collar,married,secondary,no,125,yes,no,cellular,8,may,142,1,-1,0,,no
37,blue-collar,married,primary,no,190,yes,yes,cellular,8,may,194,1,-1,0,,no
52,blue-collar,married,secondary,no,46,yes,no,cellular,8,may,132,1,-1,0,,no
25,management,single,tertiary,no,1348,yes,no,cellular,8,may,109,1,-1,0,,no
42,technician,married,secondary,no,420,yes,no,cellular,8,may,94,1,-1,0,,no
27,services,divorced,secondary,no,96,yes,no,cellular,8,may,31,1,-1,0,,no
42,blue-collar,married,primary,no,271,yes,no,cellular,8,may,84,4,-1,0,,no
29,admin.,divorced,secondary,no,1320,yes,yes,cellular,8,may,489,1,-1,0,,no
38,blue-collar,married,primary,no,54,yes,no,cellular,8,may,180,1,-1,0,,no
42,entrepreneur,married,primary,no,198,yes,no,cellular,8,may,314,1,-1,0,,no
35,self-employed,married,primary,no,1094,yes,no,cellular,8,may,207,1,-1,0,,no
41,management,married,tertiary,no,141,yes,yes,cellular,8,may,146,3,-1,0,,no
57,retired,married,primary,no,207,yes,no,cellular,8,may,193,1,-1,0,,no
36,blue-collar,married,secondary,no,-206,yes,no,cellular,8,may,177,2,-1,0,,no
56,management,divorced,tertiary,no,177,yes,no,cellular,8,may,1040,1,-1,0,,no
33,blue-collar,divorced,primary,no,176,yes,no,cellular,8,may,622,1,-1,0,,no
41,entrepreneur,divorced,tertiary,no,-413,yes,no,cellular,8,may,170,2,-1,0,,no
33,blue-collar,married,primary,no,-81,yes,no,cellular,8,may,267,1,-1,0,,no
43,management,married,tertiary,no,870,yes,yes,cellular,8,may,528,1,-1,0,,no
36,admin.,single,secondary,no,206,yes,no,cellular,8,may,183,1,-1,0,,no
37,technician,married,secondary,no,316,yes,no,cellular,8,may,238,1,-1,0,,no
51,management,married,primary,yes,57,yes,yes,cellular,8,may,61,1,-1,0,,no
28,housemaid,divorced,primary,no,1,yes,no,cellular,8,may,923,1,-1,0,,no
43,blue-collar,married,secondary,yes,-7,no,no,cellular,8,may,70,1,-1,0,,no
36,entrepreneur,single,secondary,no,157,yes,no,cellular,8,may,41,1,-1,0,,no
33,unemployed,single,secondary,no,233,yes,no,cellular,8,may,221,4,-1,0,,no
39,admin.,married,secondary,no,419,yes,yes,cellular,8,may,35,1,-1,0,,no
28,blue-collar,married,secondary,no,134,yes,no,cellular,8,may,262,1,-1,0,,no
26,technician,single,secondary,no,2087,no,no,cellular,8,may,151,1,-1,0,,no
40,technician,married,tertiary,no,103,yes,no,cellular,8,may,135,2,-1,0,,no
44,housemaid,married,secondary,no,281,yes,no,cellular,8,may,604,1,-1,0,,no
34,management,married,tertiary,no,133,yes,no,cellular,8,may,65,1,-1,0,,no
47,blue-collar,married,primary,no,1865,yes,no,cellular,8,may,380,3,-1,0,,no
55,blue-collar,single,tertiary,no,325,yes,no,cellular,8,may,693,1,-1,0,,no
48,blue-collar,divorced,primary,no,-18,yes,no,cellular,8,may,11,1,-1,0,,no
36,blue-collar,single,primary,no,49,yes,no,cellular,8,may,405,1,-1,0,,no
31,management,single,tertiary,no,7444,yes,yes,cellular,8,may,20,1,-1,0,,no
30,management,single,tertiary,no,59,yes,yes,cellular,8,may,202,1,-1,0,,no
46,blue-collar,married,primary,no,45,yes,no,cellular,8,may,235,1,-1,0,,no
30,admin.,single,secondary,no,387,yes,no,cellular,8,may,75,1,-1,0,,no
32,blue-collar,single,secondary,no,5,yes,yes,cellular,8,may,134,1,-1,0,,no
48,blue-collar,single,,no,71,yes,no,cellular,8,may,101,2,-1,0,,no
48,admin.,single,secondary,no,96,yes,no,cellular,8,may,255,1,-1,0,,no
36,services,single,tertiary,no,72,yes,no,cellular,8,may,80,1,-1,0,,no
41,admin.,single,secondary,no,1715,yes,no,cellular,8,may,462,1,-1,0,,no
49,admin.,single,primary,no,181,yes,no,cellular,8,may,161,3,-1,0,,no
26,blue-collar,married,secondary,yes,20,yes,no,cellular,8,may,200,1,-1,0,,no
38,management,married,secondary,no,65,yes,no,cellular,8,may,56,1,-1,0,,no
27,student,single,secondary,no,81,yes,no,cellular,8,may,238,1,-1,0,,no
51,retired,married,secondary,no,226,yes,yes,cellular,8,may,418,1,-1,0,,no
33,admin.,divorced,secondary,no,1128,yes,no,cellular,8,may,139,2,-1,0,,no
53,unemployed,married,secondary,no,582,yes,no,cellular,8,may,96,2,-1,0,,no
36,technician,married,secondary,no,5611,yes,no,cellular,8,may,39,1,-1,0,,no
48,technician,divorced,secondary,no,177,yes,no,cellular,8,may,471,1,-1,0,,no
27,admin.,single,secondary,no,181,yes,no,cellular,8,may,231,2,-1,0,,no
42,technician,married,secondary,no,0,yes,no,cellular,8,may,66,2,-1,0,,no
61,blue-collar,married,primary,no,734,yes,no,cellular,8,may,204,1,-1,0,,no
31,self-employed,married,tertiary,no,322,yes,no,cellular,8,may,159,1,-1,0,,no
37,blue-collar,single,secondary,no,134,yes,no,cellular,8,may,200,1,-1,0,,no
34,entrepreneur,married,tertiary,no,10350,yes,no,cellular,8,may,187,3,-1,0,,no
55,technician,married,,no,84,yes,no,cellular,8,may,166,1,-1,0,,no
24,services,married,secondary,no,620,yes,no,cellular,8,may,144,1,-1,0,,no
41,technician,married,,no,254,yes,no,cellular,8,may,690,1,-1,0,,no
34,blue-collar,single,primary,no,0,yes,no,cellular,8,may,323,1,-1,0,,no
29,blue-collar,married,secondary,no,5903,yes,no,cellular,8,may,194,1,-1,0,,no
42,blue-collar,single,primary,no,134,yes,yes,cellular,8,may,82,1,-1,0,,no
45,services,married,secondary,no,1381,yes,no,cellular,8,may,269,1,-1,0,,no
49,management,married,secondary,no,104,yes,no,cellular,8,may,285,1,-1,0,,no
26,blue-collar,single,primary,no,318,yes,no,cellular,8,may,101,1,-1,0,,no
35,technician,single,secondary,no,2151,yes,no,cellular,8,may,294,1,-1,0,,no
44,blue-collar,married,primary,no,185,yes,no,cellular,8,may,249,1,-1,0,,no
41,management,married,tertiary,no,1773,no,no,cellular,8,may,106,1,-1,0,,no
50,blue-collar,married,primary,no,40,yes,no,cellular,8,may,152,1,-1,0,,no
58,retired,married,tertiary,no,44,yes,no,cellular,8,may,12,2,-1,0,,no
43,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,187,1,-1,0,,no
34,management,married,tertiary,no,0,yes,no,cellular,8,may,214,2,-1,0,,no
57,admin.,divorced,secondary,no,3058,yes,no,cellular,8,may,268,1,-1,0,,no
43,services,divorced,secondary,no,130,yes,no,cellular,8,may,193,1,-1,0,,no
38,services,married,secondary,no,507,yes,no,cellular,8,may,95,1,-1,0,,no
35,self-employed,married,tertiary,no,844,yes,no,cellular,8,may,60,1,-1,0,,no
49,admin.,married,primary,no,458,yes,no,cellular,8,may,381,1,-1,0,,no
33,blue-collar,married,primary,yes,-744,yes,no,cellular,8,may,206,1,-1,0,,no
60,retired,married,primary,no,-2,yes,no,cellular,8,may,75,1,-1,0,,no
33,technician,single,tertiary,no,129,yes,no,cellular,8,may,128,1,-1,0,,no
33,services,divorced,secondary,no,411,yes,no,cellular,8,may,216,1,-1,0,,no
47,management,married,tertiary,no,643,yes,no,cellular,8,may,155,1,-1,0,,no
37,technician,single,,no,391,yes,no,cellular,8,may,103,3,-1,0,,no
34,blue-collar,married,secondary,no,80,yes,yes,cellular,8,may,494,1,-1,0,,no
32,technician,single,secondary,no,10,yes,no,cellular,8,may,107,1,-1,0,,no
36,admin.,married,secondary,no,114,yes,yes,cellular,8,may,147,1,-1,0,,no
40,blue-collar,single,secondary,no,1,yes,no,cellular,8,may,190,1,-1,0,,no
57,management,married,tertiary,no,1341,yes,no,cellular,8,may,339,2,-1,0,,no
48,blue-collar,married,primary,no,4,yes,no,cellular,8,may,198,1,-1,0,,no
26,blue-collar,married,secondary,no,2770,yes,no,cellular,8,may,141,1,-1,0,,no
30,management,single,tertiary,no,5956,yes,no,cellular,8,may,255,1,-1,0,,no
30,self-employed,married,secondary,no,131,yes,no,cellular,8,may,306,1,-1,0,,no
35,management,married,tertiary,no,1942,yes,no,cellular,8,may,249,1,-1,0,,no
36,entrepreneur,married,,no,298,yes,no,cellular,8,may,215,1,-1,0,,no
52,technician,married,secondary,no,291,no,no,cellular,8,may,143,1,-1,0,,no
45,blue-collar,married,primary,no,85,yes,no,cellular,8,may,162,1,-1,0,,no
35,management,single,tertiary,no,797,yes,no,cellular,8,may,81,1,-1,0,,no
46,blue-collar,single,secondary,no,152,yes,no,cellular,8,may,33,4,-1,0,,no
39,blue-collar,married,primary,no,481,yes,no,cellular,8,may,204,1,-1,0,,no
38,management,married,tertiary,no,66,yes,no,cellular,8,may,124,1,-1,0,,no
38,blue-collar,married,secondary,no,4586,yes,no,cellular,8,may,784,1,-1,0,,no
31,technician,single,tertiary,no,1798,yes,no,cellular,8,may,393,1,-1,0,,no
39,management,single,tertiary,no,220,yes,no,cellular,8,may,87,2,-1,0,,no
32,blue-collar,married,secondary,no,715,yes,no,cellular,8,may,108,2,-1,0,,no
32,services,married,secondary,no,442,yes,no,cellular,8,may,207,1,-1,0,,no
26,student,single,secondary,no,85,yes,no,cellular,8,may,278,2,-1,0,,no
35,technician,married,secondary,no,319,yes,no,cellular,8,may,74,1,-1,0,,no
26,blue-collar,single,secondary,no,-29,yes,no,cellular,8,may,196,1,-1,0,,no
33,admin.,single,secondary,no,303,no,no,cellular,8,may,149,1,-1,0,,no
41,,single,primary,no,2398,yes,no,cellular,8,may,287,2,-1,0,,no
30,entrepreneur,married,secondary,no,31,no,no,cellular,8,may,229,1,-1,0,,no
36,technician,single,secondary,no,1832,yes,no,cellular,8,may,154,1,-1,0,,no
46,services,married,secondary,no,2019,yes,no,cellular,8,may,357,1,-1,0,,no
30,blue-collar,married,primary,no,3,yes,no,cellular,8,may,147,1,-1,0,,no
46,services,married,secondary,no,397,no,no,cellular,8,may,93,1,-1,0,,no
38,technician,married,tertiary,no,1161,yes,no,cellular,8,may,665,1,-1,0,,no
24,technician,single,tertiary,no,777,yes,no,cellular,8,may,131,1,-1,0,,no
41,management,divorced,tertiary,no,47,yes,no,cellular,8,may,160,1,-1,0,,no
28,technician,married,primary,no,-58,yes,no,cellular,8,may,74,1,-1,0,,no
55,unemployed,single,tertiary,no,1513,yes,no,cellular,8,may,60,1,-1,0,,no
40,management,married,tertiary,no,121,no,no,cellular,8,may,82,1,-1,0,,no
38,management,divorced,tertiary,no,904,yes,no,cellular,8,may,475,1,-1,0,,no
40,technician,married,secondary,no,697,yes,no,cellular,8,may,111,1,-1,0,,no
54,services,married,secondary,no,841,yes,no,cellular,8,may,284,4,-1,0,,no
49,housemaid,married,secondary,no,7317,yes,no,cellular,8,may,140,1,-1,0,,no
44,blue-collar,married,secondary,no,-95,yes,no,cellular,8,may,110,1,-1,0,,no
32,management,single,tertiary,no,751,yes,no,cellular,8,may,64,1,-1,0,,no
36,blue-collar,married,primary,no,250,yes,no,cellular,8,may,149,1,-1,0,,no
35,technician,single,secondary,no,365,yes,no,cellular,8,may,256,2,-1,0,,no
31,management,single,tertiary,no,1315,yes,no,cellular,8,may,156,1,-1,0,,no
34,technician,married,secondary,no,65,yes,no,cellular,8,may,63,3,-1,0,,no
36,management,married,tertiary,no,1852,no,no,cellular,8,may,362,1,-1,0,,no
44,admin.,single,secondary,no,-84,yes,no,cellular,8,may,32,3,-1,0,,no
44,blue-collar,single,secondary,no,36,yes,no,cellular,8,may,712,1,-1,0,,no
51,blue-collar,married,,no,125,yes,no,cellular,8,may,102,2,-1,0,,no
36,blue-collar,married,secondary,no,0,no,no,cellular,8,may,338,2,-1,0,,no
37,blue-collar,married,secondary,no,105,yes,no,cellular,8,may,69,2,-1,0,,no
31,services,married,secondary,no,432,yes,no,cellular,8,may,446,1,-1,0,,no
42,blue-collar,married,primary,no,555,yes,no,cellular,8,may,249,2,-1,0,,no
55,entrepreneur,married,primary,no,-24,yes,no,cellular,8,may,176,1,-1,0,,no
57,management,married,tertiary,no,2261,yes,no,cellular,8,may,1007,1,-1,0,,no
33,services,married,secondary,no,804,yes,yes,cellular,8,may,266,1,-1,0,,no
44,blue-collar,married,secondary,yes,-617,yes,no,cellular,8,may,172,1,-1,0,,no
30,technician,married,secondary,no,-1,yes,no,cellular,8,may,323,1,-1,0,,no
37,services,married,secondary,no,237,yes,no,cellular,8,may,175,1,-1,0,,no
32,admin.,married,secondary,no,514,yes,no,cellular,8,may,459,1,-1,0,,no
33,blue-collar,married,secondary,no,1988,yes,no,cellular,8,may,211,2,-1,0,,no
31,technician,single,tertiary,no,491,yes,no,cellular,8,may,237,1,-1,0,,no
46,technician,married,tertiary,no,675,yes,no,cellular,8,may,50,1,-1,0,,no
34,blue-collar,single,secondary,no,177,yes,no,cellular,8,may,500,1,-1,0,,no
51,admin.,divorced,secondary,no,340,yes,no,cellular,8,may,186,1,-1,0,,no
49,technician,married,primary,no,230,yes,no,cellular,8,may,96,1,-1,0,,no
52,management,single,tertiary,yes,0,no,no,cellular,8,may,98,1,-1,0,,no
43,technician,married,tertiary,no,2331,yes,no,cellular,8,may,364,4,-1,0,,no
35,blue-collar,divorced,secondary,no,0,yes,no,cellular,8,may,477,1,-1,0,,no
27,student,single,secondary,no,217,yes,no,cellular,8,may,319,1,-1,0,,no
43,blue-collar,married,primary,no,186,yes,no,cellular,8,may,178,1,-1,0,,no
50,services,divorced,secondary,no,145,yes,no,cellular,8,may,170,1,-1,0,,no
33,admin.,divorced,secondary,no,140,yes,no,cellular,8,may,139,1,-1,0,,no
49,services,married,secondary,no,-22,yes,no,cellular,8,may,70,1,-1,0,,no
50,technician,married,secondary,no,389,yes,no,cellular,8,may,110,1,-1,0,,no
42,admin.,married,secondary,no,323,yes,yes,cellular,8,may,280,2,-1,0,,no
28,services,married,secondary,no,6,yes,no,cellular,8,may,667,1,-1,0,,no
41,technician,married,secondary,no,225,yes,yes,cellular,8,may,63,2,-1,0,,no
34,services,married,secondary,no,142,yes,no,cellular,8,may,159,4,-1,0,,no
58,blue-collar,married,primary,no,5,no,no,cellular,8,may,177,2,-1,0,,no
46,blue-collar,married,primary,no,174,yes,yes,cellular,8,may,108,3,-1,0,,no
46,blue-collar,married,primary,no,-768,yes,no,cellular,8,may,194,3,-1,0,,no
42,blue-collar,married,secondary,no,30,no,no,cellular,8,may,366,2,-1,0,,no
40,blue-collar,married,primary,no,968,yes,yes,cellular,8,may,213,1,-1,0,,no
42,blue-collar,divorced,secondary,no,47,yes,yes,cellular,8,may,141,1,-1,0,,no
33,entrepreneur,married,secondary,no,0,yes,yes,cellular,8,may,982,1,-1,0,,no
27,services,married,primary,no,91,yes,no,cellular,8,may,168,2,-1,0,,no
43,blue-collar,married,primary,no,-77,yes,no,cellular,8,may,468,1,-1,0,,no
28,blue-collar,married,,no,486,yes,no,cellular,8,may,180,1,-1,0,,no
34,blue-collar,single,secondary,no,341,yes,no,cellular,8,may,195,1,-1,0,,no
37,services,married,secondary,no,50,yes,no,cellular,8,may,352,3,-1,0,,no
41,services,married,secondary,no,205,yes,no,cellular,8,may,91,1,-1,0,,no
39,admin.,single,secondary,no,762,yes,no,cellular,8,may,288,1,-1,0,,no
37,technician,single,tertiary,no,31,yes,no,cellular,8,may,72,1,-1,0,,no
41,unemployed,married,primary,yes,-581,yes,no,cellular,8,may,218,2,-1,0,,no
36,services,single,secondary,no,-45,yes,no,cellular,8,may,289,1,-1,0,,no
51,blue-collar,married,primary,no,0,no,no,cellular,8,may,384,1,-1,0,,no
28,self-employed,married,tertiary,no,120,yes,yes,cellular,8,may,130,3,-1,0,,no
31,blue-collar,married,secondary,no,335,yes,no,cellular,8,may,226,1,-1,0,,no
33,services,married,secondary,no,-232,yes,no,cellular,8,may,208,1,-1,0,,no
31,services,married,secondary,no,28,yes,no,cellular,8,may,101,1,-1,0,,no
48,blue-collar,married,primary,no,448,yes,no,cellular,8,may,189,1,-1,0,,no
26,student,single,tertiary,no,37,yes,no,cellular,8,may,108,1,-1,0,,no
34,technician,single,tertiary,no,301,yes,no,cellular,8,may,205,1,-1,0,,no
38,blue-collar,married,primary,no,668,no,no,cellular,8,may,238,1,-1,0,,no
